epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.7974,0.0000,0.7115,646.6262,0.1546,0.8139,0.0000,0.7403,594.1364,0.1381
1,0.8073,0.0000,0.7481,641.1959,0.1404,0.8187,0.0000,0.7560,592.2844,0.1343
2,0.8192,0.0000,0.7748,637.7401,0.1329,0.8206,0.0000,0.7655,590.7873,0.1318
3,0.8266,0.0000,0.7875,635.6212,0.1283,0.8232,0.0000,0.7713,590.1980,0.1304
4,0.8320,0.0000,0.7965,633.9418,0.1244,0.8241,0.0000,0.7665,590.5494,0.1301
5,0.8366,0.0000,0.8041,632.5577,0.1214,0.8261,0.0000,0.7784,589.1320,0.1288
6,0.8407,0.0000,0.8109,631.4191,0.1188,0.8267,0.0000,0.7766,589.5234,0.1289
7,0.8443,0.0000,0.8168,630.4360,0.1167,0.8271,0.0000,0.7872,588.2002,0.1284
8,0.8479,0.0000,0.8225,629.4997,0.1146,0.8280,0.0000,0.7858,588.3349,0.1280
9,0.8518,0.0000,0.8282,628.5531,0.1125,0.8289,0.0000,0.7893,587.7533,0.1275
10,0.8541,0.0000,0.8321,627.9282,0.1111,0.8303,0.0000,0.7929,587.1035,0.1266
11,0.8572,0.0000,0.8361,627.1212,0.1093,0.8308,0.0000,0.7930,587.3865,0.1264
12,0.8595,0.0000,0.8400,626.5096,0.1080,0.8326,0.0000,0.7992,586.3570,0.1257
13,0.8617,0.0000,0.8430,625.9888,0.1068,0.8324,0.0000,0.7984,586.4084,0.1252
14,0.8636,0.0000,0.8459,625.3750,0.1056,0.8348,0.0000,0.8000,586.4016,0.1238
15,0.8658,0.0000,0.8490,624.7829,0.1041,0.8336,0.0000,0.8045,585.5885,0.1251
16,0.8674,0.0000,0.8512,624.3646,0.1032,0.8341,0.0000,0.8025,585.8655,0.1244
17,0.8691,0.0000,0.8537,623.8184,0.1021,0.8337,0.0000,0.8018,586.1102,0.1251
18,0.8706,0.0000,0.8557,623.4373,0.1012,0.8357,0.0000,0.8043,585.7211,0.1243
19,0.8724,0.0000,0.8582,622.9630,0.1002,0.8347,0.0000,0.8057,585.4319,0.1243
