epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.7835,0.0000,0.7261,645.9111,0.1775,0.8263,0.0000,0.7669,590.0721,0.1338
1,0.8183,0.0000,0.7615,637.7044,0.1379,0.8368,0.0000,0.7866,585.4321,0.1226
2,0.8276,0.0000,0.7829,634.0783,0.1288,0.8449,0.0000,0.8014,582.4175,0.1130
3,0.8427,0.0000,0.8180,629.4291,0.1166,0.8637,0.0000,0.8478,577.3173,0.1010
4,0.8600,0.0000,0.8444,624.4696,0.1049,0.8765,0.0000,0.8625,573.8249,0.0929
5,0.8672,0.0000,0.8528,622.1517,0.0999,0.8832,0.0000,0.8704,572.0558,0.0890
6,0.8707,0.0000,0.8573,621.0052,0.0973,0.8858,0.0000,0.8740,571.2335,0.0869
7,0.8740,0.0000,0.8617,620.1454,0.0952,0.8887,0.0000,0.8783,570.4479,0.0855
8,0.8777,0.0000,0.8663,619.3731,0.0935,0.8920,0.0000,0.8820,569.4072,0.0838
9,0.8796,0.0000,0.8690,618.5128,0.0918,0.8904,0.0000,0.8805,569.0051,0.0826
10,0.8807,0.0000,0.8705,617.9346,0.0905,0.8945,0.0000,0.8847,568.5873,0.0811
11,0.8844,0.0000,0.8747,617.2378,0.0888,0.8960,0.0000,0.8861,568.2535,0.0800
12,0.8856,0.0000,0.8761,616.9211,0.0881,0.8986,0.0000,0.8895,567.8373,0.0794
13,0.8868,0.0000,0.8774,616.6343,0.0875,0.8986,0.0000,0.8886,567.7625,0.0791
14,0.8870,0.0000,0.8775,616.4507,0.0872,0.9011,0.0000,0.8913,567.6689,0.0790
15,0.8875,0.0000,0.8780,616.3040,0.0869,0.9012,0.0000,0.8921,567.6843,0.0787
16,0.8879,0.0000,0.8785,616.1793,0.0867,0.8996,0.0000,0.8894,567.8396,0.0786
17,0.8881,0.0000,0.8786,616.1755,0.0866,0.9001,0.0000,0.8913,567.1500,0.0784
18,0.8885,0.0000,0.8790,616.0288,0.0864,0.9020,0.0000,0.8925,567.2113,0.0782
19,0.8889,0.0000,0.8795,615.9074,0.0861,0.8989,0.0000,0.8892,567.5495,0.0780
